Protein Id,Gene Symbol,Description,Number of peptides,RAW sum signal-to-noise,,,,,,,,,,Normalized sum signal-to-noise,,,,,,,,,,"TMT relative abundance (scaled, i.e., sum across 11 channels for each protein=100)",,,,,,,,,,,,,
,,,,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,,,,
,,,,126,127n,127c,128n,128c,129n,129c,130n,130c,131,126,127n,127c,128n,128c,129n,129c,130n,130c,131,126,127n,127c,128n,128c,129n,129c,130n,130c,131,,,,
sp|A2APV2|FMNL2_MOUSE,Fmnl2,FMNL2_MOUSE Formin-like protein 2,8,1250.45,1192.71,1416.71,1180.13,1273.04,1411.31,1692.41,1589.86,1498.85,1088.67,1270.4,1237.74,1416.71,1201.87,1328.69,1609.8,1801.67,1744.97,1536.13,1461.61,8.69569,8.47213,9.69709,8.22657,9.09464,11.0188,12.3321,11.944,10.5145,10.0045,,,,
sp|Q6ZPF4|FMNL3_MOUSE,Fmnl3,FMNL3_MOUSE Formin-like protein 3,3,242.722,219.355,259.791,236.519,264.114,284.515,335.381,275.432,314.554,218.07,246.595,227.637,259.791,240.875,275.66,324.53,357.031,302.304,322.377,292.774,8.65376,7.98846,9.11685,8.45303,9.67374,11.3887,12.5293,10.6087,11.3132,10.2743,,,,
sp|Q9JL26|FMNL_MOUSE,Fmnl1,FMNL_MOUSE Formin-like protein 1,10,2387.96,2062.87,2488.52,2614.26,2548.46,2046.64,1942.1,1872.81,2352.36,1858.37,2426.07,2140.76,2488.52,2662.41,2659.87,2334.48,2067.47,2055.53,2410.86,2494.99,10.2189,9.01716,10.482,11.2144,11.2037,9.83314,8.70846,8.65815,10.1549,10.5092,,,,
tr|F7BE84|F7BE84_MOUSE,Ankrd50,F7BE84_MOUSE Protein Ankrd50 (Fragment),3,585.303,519.712,663.648,606.767,577.64,574.525,614.1,560.663,647.903,453.175,594.644,539.335,663.648,617.942,602.893,655.327,653.743,615.362,664.016,608.418,9.56739,8.6775,10.6776,9.94222,9.70009,10.5437,10.5182,9.90072,10.6835,9.78899,,,,
sp|Q9ERK4|XPO2_MOUSE,Cse1l,XPO2_MOUSE Exportin-2,50,11877.1,11161.4,12219.3,10555.3,10259,10244.9,10694.3,10483.2,11143.1,7716.86,12066.6,11582.8,12219.3,10749.7,10707.5,11685.8,11384.6,11506,11420.3,10360.4,10.6143,10.1887,10.7486,9.45586,9.41877,10.2793,10.0144,10.1211,10.0457,9.11342,,,,
sp|P42669|PURA_MOUSE,Pura,PURA_MOUSE Transcriptional activator protein Pur-alpha,15,2336.74,2300.02,2282.45,2255.22,2124.55,2104.41,2109.53,2180.61,2299.38,1922.71,2374.04,2386.86,2282.45,2296.75,2217.43,2400.38,2245.71,2393.36,2356.57,2581.37,10.0873,10.1418,9.69814,9.75891,9.42188,10.1992,9.54203,10.1694,10.0131,10.9683,,,,
sp|O35295|PURB_MOUSE,Purb,PURB_MOUSE Transcriptional activator protein Pur-beta,18,3521.95,3597.64,3561.42,3380.09,3132.23,3405.84,3642.6,3577.39,3637.47,2851.2,3578.16,3733.47,3561.42,3442.34,3269.17,3884.84,3877.74,3926.41,3727.94,3827.92,9.71548,10.1372,9.67005,9.34671,8.87651,10.5482,10.5289,10.6611,10.1222,10.3937,,,,
sp|P29477|NOS2_MOUSE,Nos2,"NOS2_MOUSE Nitric oxide synthase, inducible",27,6600.61,7012.77,6661.73,4497.15,4664.16,4215.27,3394.06,4031.3,4933.62,2702.1,6705.96,7277.55,6661.73,4579.97,4868.06,4808.11,3613.16,4424.61,5056.32,3627.75,12.9902,14.0974,12.9045,8.87193,9.42999,9.31386,6.9991,8.57096,9.79466,7.02736,,,,
sp|Q8R2U6|NUDT4_MOUSE,Nudt4,NUDT4_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 2,5,486.174,539.182,499.983,578.847,532.386,432.487,485.754,489.434,504.833,420.626,493.933,559.54,499.983,589.508,555.66,493.312,517.112,537.185,517.389,564.719,9.26993,10.5012,9.38346,11.0636,10.4284,9.25827,9.70493,10.0816,9.71013,10.5984,,,,
sp|Q9JI46|NUDT3_MOUSE,Nudt3,NUDT3_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 1,2,221.847,237.833,267.767,216.983,252.143,215.045,255.365,256.716,288.762,205.156,225.388,246.813,267.767,220.979,263.166,245.289,271.85,281.762,295.943,275.436,8.68751,9.51332,10.321,8.51756,10.1436,9.45457,10.4784,10.8604,11.407,10.6166,,,,
sp|Q8VDJ3|VIGLN_MOUSE,Hdlbp,VIGLN_MOUSE Vigilin,58,15528.6,13188.7,14049,14782.9,14542.5,11877.1,12608,11769.7,14314.3,10603.5,15776.4,13686.7,14049,15055.2,15178.3,13547.5,13421.9,12917.9,14670.4,14235.9,11.0681,9.60205,9.85623,10.5621,10.6485,9.50443,9.4163,9.06273,10.2921,9.98734,,,,
sp|Q61233|PLSL_MOUSE,Lcp1,PLSL_MOUSE Plastin-2,61,10430,8916.37,10964,10657.4,10667.2,9017.96,8901.35,8592.28,10069.5,7769.83,10596.5,9253.03,10964,10853.7,11133.5,10286.3,9475.97,9430.57,10319.9,10431.5,10.3134,9.00582,10.6711,10.5637,10.8361,10.0114,9.22281,9.17862,10.0442,10.1528,,,,
sp|Q3V0K9|PLSI_MOUSE,Pls1,PLSI_MOUSE Plastin-1,59,14556.1,12914,13879.5,14349.8,13542.3,14899.8,16504.9,15958.5,16393.9,13109.3,14788.4,13401.6,13879.5,14614.1,14134.3,16995.3,17570.4,17515.5,16801.6,17600.2,9.40137,8.51969,8.82352,9.29054,8.98553,10.8043,11.1699,11.135,10.6812,11.1888,,,,
sp|Q99K51|PLST_MOUSE,Pls3,PLST_MOUSE Plastin-3,16,2760.46,2368.18,2803.47,2489.49,2581.58,4205.97,5497.14,4689.89,4182.54,3065.6,2804.52,2457.6,2803.47,2535.34,2694.44,4797.5,5852,5147.45,4286.56,4115.77,7.47978,6.55453,7.47699,6.76187,7.18619,12.7952,15.6076,13.7285,11.4325,10.977,,,,
sp|Q9ESW4|AGK_MOUSE,Agk,"AGK_MOUSE Acylglycerol kinase, mitochondrial",11,3001.02,2979.48,3139.32,2983.14,2878.68,2956.18,3272.16,3267.65,3231.8,2559.48,3048.92,3091.98,3139.32,3038.08,3004.53,3371.94,3483.4,3586.45,3312.18,3436.27,9.37751,9.50995,9.65557,9.34418,9.24098,10.371,10.7138,11.0308,10.1872,10.5689,,,,
tr|E9QKT1|E9QKT1_MOUSE,Ube3a,E9QKT1_MOUSE Ubiquitin-protein ligase E3A,22,3483.42,3246.26,3525.22,3123.36,3132.18,3140.21,3351.82,3277.79,3445.26,2552.1,3539.02,3368.83,3525.22,3180.88,3269.11,3581.85,3568.19,3597.58,3530.94,3426.37,10.2319,9.73988,10.192,9.1965,9.45158,10.3558,10.3163,10.4012,10.2086,9.90624,,,,
sp|Q8BFW4|TRI65_MOUSE,Trim65,TRI65_MOUSE Tripartite motif-containing protein 65,5,444.515,439.573,405.454,445.064,429.861,372.003,382.359,387.528,398.918,294.175,451.609,456.17,405.454,453.26,448.653,424.322,407.042,425.336,408.84,394.95,10.5624,10.6691,9.48289,10.601,10.4933,9.92417,9.52003,9.94791,9.56208,9.23722,,,,
sp|P55264|ADK_MOUSE,Adk,ADK_MOUSE Adenosine kinase,25,4926.12,4641.67,4683.24,5641.17,5143.69,5019.09,5676.92,5319.61,5112.16,4492.46,5004.74,4816.93,4683.24,5745.06,5368.56,5724.98,6043.38,5838.61,5239.31,6031.43,9.18364,8.83901,8.59369,10.5421,9.85124,10.5053,11.0895,10.7138,9.61407,11.0676,,,,
sp|Q5U3K5|RABL6_MOUSE,Rabl6,RABL6_MOUSE Rab-like protein 6,6,812.854,783.372,813.751,805.481,746.385,719.736,749.218,776.615,766.252,608.426,825.827,812.95,813.751,820.315,779.015,820.961,797.583,852.384,785.31,816.853,10.1641,10.0056,10.0155,10.0963,9.58794,10.1042,9.81647,10.4909,9.66541,10.0536,,,,
sp|Q9EQJ9|MAGI3_MOUSE,Magi3,"MAGI3_MOUSE Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3",5,1028.03,1063.48,1069.57,1074.68,1015.69,927.087,964.053,951.869,1055.82,779.358,1044.44,1103.63,1069.57,1094.47,1060.1,1057.47,1026.29,1044.74,1082.08,1046.34,9.8262,10.3831,10.0627,10.2969,9.9735,9.94883,9.65542,9.829,10.1803,9.8441,,,,
sp|Q60931|VDAC3_MOUSE,Vdac3,VDAC3_MOUSE Voltage-dependent anion-selective channel protein 3,37,6557.68,6417.62,7687.38,7832.14,7216.01,7040.32,7413.73,6836.45,7204.64,6063.77,6662.34,6659.93,7687.38,7976.38,7531.48,8030.48,7892.32,7503.43,7383.82,8141.02,8.82796,8.82477,10.1862,10.5691,9.97962,10.6408,10.4578,9.94246,9.78397,10.7873,,,,
sp|Q60932|VDAC1_MOUSE,Vdac1,VDAC1_MOUSE Voltage-dependent anion-selective channel protein 1,64,8972.83,9084.87,10392.5,10833.1,9858.77,9725.66,10746.7,9653.96,10395.2,8579.62,9116.04,9427.89,10392.5,11032.6,10289.8,11093.5,11440.5,10595.8,10653.7,11518.7,8.6358,8.93122,9.84504,10.4514,9.7477,10.5091,10.8378,10.0376,10.0925,10.9119,,,,
sp|Q80XR2|AT2C1_MOUSE,Atp2c1,AT2C1_MOUSE Calcium-transporting ATPase type 2C member 1,5,658.528,560.012,642.268,692.69,625.042,618.034,696.413,636.957,676.66,541.956,669.038,581.156,642.268,705.448,652.367,704.955,741.37,699.101,693.489,727.612,9.81454,8.52535,9.42183,10.3487,9.56998,10.3414,10.8756,10.2556,10.1732,10.6738,,,,
sp|A7L9Z8|AT2C2_MOUSE,Atp2c2,AT2C2_MOUSE Calcium-transporting ATPase type 2C member 2,8,1338.24,1307.55,1371.35,1720.13,1462.78,1124.33,1124.46,1172.9,1440.34,1281.96,1359.6,1356.92,1371.35,1751.81,1526.73,1282.46,1197.05,1287.33,1476.17,1721.12,9.48741,9.46876,9.56946,12.2243,10.6537,8.94913,8.35312,8.98314,10.3008,12.0101,,,,
sp|Q60520|SIN3A_MOUSE,Sin3a,SIN3A_MOUSE Paired amphipathic helix protein Sin3a,22,5340.67,5270.22,5825.39,5019.44,4885.36,4670.71,5037.71,4746.23,5271.25,3886.68,5425.9,5469.21,5825.39,5111.89,5098.94,5327.61,5362.91,5209.28,5402.35,5218.13,10.1511,10.2321,10.8984,9.56358,9.53935,9.96716,10.0332,9.74579,10.107,9.76235,,,,
sp|Q62141|SIN3B_MOUSE,Sin3b,SIN3B_MOUSE Paired amphipathic helix protein Sin3b,3,594.755,583.793,641.937,544.689,574.572,530.886,566.6,586.665,590.141,422.947,604.247,605.836,641.937,554.72,599.691,605.55,603.176,643.901,604.818,567.835,10.0178,10.0442,10.6427,9.19673,9.94231,10.0394,10.0001,10.6753,10.0273,9.41416,,,,
sp|Q9CQN1|TRAP1_MOUSE,Trap1,"TRAP1_MOUSE Heat shock protein 75 kDa, mitochondrial",50,9325.14,9512.1,9636.2,8777.98,8030.86,8739.58,9112.25,9211.87,9084.65,6956.03,9473.96,9871.25,9636.2,8939.64,8381.95,9968.72,9700.48,10110.6,9310.59,9338.94,10.0008,10.4201,10.172,9.43674,8.84803,10.523,10.2399,10.6728,9.82832,9.85824,,,,
sp|P07901|HS90A_MOUSE,Hsp90aa1,HS90A_MOUSE Heat shock protein HSP 90-alpha,117,27069.9,25363.6,27971.7,23754,22514.6,21005.6,22528.9,21053.6,24179.2,16577.2,27501.9,26321.3,27971.7,24191.5,23498.9,23959.9,23983.3,23107.7,24780.6,22256.1,11.1086,10.6317,11.2984,9.77148,9.4917,9.67791,9.68736,9.3337,10.0094,8.98971,,,,
sp|P11499|HS90B_MOUSE,Hsp90ab1,HS90B_MOUSE Heat shock protein HSP 90-beta,97,18745.1,17384.6,19195.6,15252.4,15029.3,15391.1,17274.2,16234.2,17794.3,11658.8,19044.2,18041,19195.6,15533.3,15686.4,17555.7,18389.4,17818.1,18236.9,15652.8,10.8729,10.3001,10.9593,8.86843,8.95579,10.0231,10.499,10.1728,10.412,8.9366,,,,
sp|P08113|ENPL_MOUSE,Hsp90b1,ENPL_MOUSE Endoplasmin,149,28434.1,26459,26700.2,29342.2,28524.6,22138,21194.7,21025.1,26605.2,20416.4,28887.9,27458,26700.2,29882.6,29771.6,25251.5,22562.9,23076.3,27266.9,27410.3,10.7683,10.2353,9.95281,11.1391,11.0977,9.41279,8.41056,8.60196,10.164,10.2175,,,,
tr|A2A6A2|A2A6A2_MOUSE,Hsp90aa1,A2A6A2_MOUSE Heat shock protein HSP 90-alpha (Fragment),1,288.797,255.677,306.438,245.952,202.586,247.224,269.293,230.752,284.957,197.636,293.406,265.33,306.438,250.482,211.443,281.994,286.677,253.265,292.044,265.34,10.8411,9.80375,11.3226,9.25511,7.81265,10.4194,10.5925,9.35793,10.7908,9.80408,,,,
tr|E9Q0C3|E9Q0C3_MOUSE,Hsp90ab1,E9Q0C3_MOUSE Heat shock protein HSP 90-beta (Fragment),2,256.641,201.972,220.48,178.13,136.531,185.34,191.849,175.217,210.988,144.727,260.737,209.598,220.48,181.411,142.5,211.407,204.234,192.311,216.236,194.306,12.8239,10.3087,10.8439,8.92234,7.00858,10.3976,10.0448,9.45846,10.6351,9.55659,,,,
tr|A2AU89|A2AU89_MOUSE,Trp53bp1,A2AU89_MOUSE Tumor suppressor p53-binding protein 1,21,2423.59,2444.31,2942.3,2236.78,2305.88,2164.32,2543.95,2515.93,2471.35,1809.47,2462.27,2536.6,2942.3,2277.97,2406.69,2468.71,2708.17,2761.39,2532.82,2429.33,9.64602,9.93721,11.5266,8.92404,9.42828,9.67128,10.6094,10.8178,9.9224,9.51701,,,,
sp|Q8C7H1|MMAA_MOUSE,Mmaa,"MMAA_MOUSE Methylmalonic aciduria type A homolog, mitochondrial",6,1196.53,1101.49,1239.71,1307.24,1203.4,1017.68,1086.03,1073.17,1224.42,972.064,1215.63,1143.07,1239.71,1331.31,1256.01,1160.81,1156.14,1177.87,1254.87,1305.06,9.93119,9.33847,10.128,10.8763,10.2611,9.48334,9.4452,9.62274,10.2518,10.6618,,,,
sp|O35855|BCAT2_MOUSE,Bcat2,"BCAT2_MOUSE Branched-chain-amino-acid aminotransferase, mitochondrial",23,6661.5,5945.27,6360.8,6324.1,6188.34,4893.77,5501.35,5255.84,5453.86,4168.01,6767.82,6169.74,6360.8,6440.57,6458.88,5582.04,5856.49,5768.61,5589.5,5595.83,11.1698,10.1827,10.498,10.6297,10.6599,9.21276,9.66572,9.52069,9.22508,9.23553,,,,
sp|Q9JLI6|SCLY_MOUSE,Scly,SCLY_MOUSE Selenocysteine lyase,7,1208.45,1261.66,1351.43,1350.67,1437.25,776.127,879.005,921.828,1043.89,768.005,1227.73,1309.3,1351.43,1375.54,1500.09,885.282,935.749,1011.76,1069.85,1031.1,10.4954,11.1927,11.5528,11.7589,12.8236,7.56792,7.99933,8.64916,9.14574,8.81445,,,,
tr|F7D651|F7D651_MOUSE,Scly,F7D651_MOUSE Selenocysteine lyase (Fragment),1,83.5728,79.6251,112.033,149.248,124.498,45.8445,54.6633,46.3658,67.9604,49.5492,84.9065,82.6315,112.033,151.997,129.94,52.2921,58.192,50.8894,69.6506,66.5231,9.88371,9.61888,13.0415,17.6935,15.1259,6.08716,6.77395,5.92388,8.10781,7.74375,,,,
sp|Q9Z2G6|SE1L1_MOUSE,Sel1l,SE1L1_MOUSE Protein sel-1 homolog 1,9,1084.75,969.086,1038.46,960.145,1081.3,859.538,874.679,914.242,1001.98,722.909,1102.07,1005.68,1038.46,977.828,1128.57,980.425,931.144,1003.44,1026.9,970.554,10.8417,9.89345,10.216,9.6195,11.1025,9.64505,9.16023,9.87144,10.1022,9.54794,,,,
sp|Q8CHT0|AL4A1_MOUSE,Aldh4a1,"AL4A1_MOUSE Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",14,2163.89,2031.21,2080.05,2475.58,2440.89,1567.49,1593.07,1648.92,2001.7,1773.87,2198.43,2107.91,2080.05,2521.18,2547.6,1787.94,1695.91,1809.8,2051.48,2381.53,10.3788,9.95148,9.81998,11.9025,12.0273,8.44093,8.00642,8.5441,9.68511,11.2433,,,,
sp|Q80X32|CE024_MOUSE,,CE024_MOUSE UPF0461 protein C5orf24 homolog,1,215.372,225.056,229.79,211.133,177.563,220.581,185.723,202.508,219.64,173.977,218.809,233.553,229.79,215.021,185.325,251.604,197.712,222.265,225.103,233.575,9.88852,10.5549,10.3848,9.71734,8.3753,11.3706,8.93511,10.0447,10.1729,10.5559,,,,
sp|P97868|RBBP6_MOUSE,Rbbp6,RBBP6_MOUSE E3 ubiquitin-protein ligase RBBP6,10,1730.93,1752.92,1781.14,1567.07,1555.61,1602.95,1710.6,1655.26,1703.7,1281.88,1758.56,1819.11,1781.14,1595.93,1623.62,1828.39,1821.03,1816.75,1746.07,1721.01,10.0422,10.388,10.1712,9.11354,9.27168,10.441,10.399,10.3746,9.97095,9.82783,,,,
sp|P35601|RFC1_MOUSE,Rfc1,RFC1_MOUSE Replication factor C subunit 1,13,2153.03,2090.06,2507.33,2008.69,1946.46,1824.96,1929.59,1856.04,2051.69,1408.95,2187.39,2168.97,2507.33,2045.69,2031.55,2081.63,2054.15,2037.12,2102.71,1891.61,10.3628,10.2755,11.8785,9.69145,9.6245,9.86173,9.73154,9.65086,9.96162,8.96151,,,,
sp|F6ZDS4|TPR_MOUSE,Tpr,TPR_MOUSE Nucleoprotein TPR,71,14778.7,14545,15506,13545.6,13109.3,13512.3,14143.4,13973.9,14865.7,10850.1,15014.5,15094.2,15506,13795.1,13682.4,15412.7,15056.5,15337.2,15235.4,14567,10.0971,10.1507,10.4276,9.27708,9.20129,10.3649,10.1253,10.3141,10.2457,9.79615,,,,
sp|Q3U1F9|PHAG1_MOUSE,Pag1,PHAG1_MOUSE Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,2,274.91,260.453,294.579,304.203,294.429,254.873,287.186,292.943,351.276,240.59,279.298,270.287,294.579,309.806,307.301,290.719,305.725,321.523,360.013,323.009,9.12065,8.8264,9.61968,10.1169,10.0351,9.4936,9.98364,10.4995,11.7564,10.5481,,,,
sp|Q9WUZ9|ENTP5_MOUSE,Entpd5,ENTP5_MOUSE Ectonucleoside triphosphate diphosphohydrolase 5,9,2474.97,2311.36,2260.44,3382.16,2972.26,1769.54,1729.41,1710.88,2262.88,2400.37,2514.47,2398.63,2260.44,3444.45,3102.2,2018.41,1841.05,1877.8,2319.16,3222.65,10.0582,9.59479,9.04203,13.7782,12.4092,8.07389,7.36443,7.51141,9.2769,12.891,,,,
sp|P70236|MP2K6_MOUSE,Map2k6,MP2K6_MOUSE Dual specificity mitogen-activated protein kinase kinase 6,7,1303.91,1285.83,1305.21,1541.26,1431.38,1009.98,984.443,1060.65,1218.56,1098.99,1324.72,1334.37,1305.21,1569.64,1493.95,1152.03,1047.99,1164.13,1248.87,1475.47,10.0997,10.1733,9.95096,11.967,11.39,8.78313,7.98995,8.87537,9.52143,11.2491,,,,
sp|O09110|MP2K3_MOUSE,Map2k3,MP2K3_MOUSE Dual specificity mitogen-activated protein kinase kinase 3,11,1727.2,1579.31,1731.86,1664.68,1623.04,1653.76,1799.25,1687.36,1838.48,1379.56,1754.77,1638.94,1731.86,1695.34,1694,1886.34,1915.4,1851.98,1884.21,1852.15,9.80045,9.15354,9.67249,9.46856,9.46103,10.5353,10.6976,10.3434,10.5234,10.3443,,,,
sp|Q99M04|LIAS_MOUSE,Lias,"LIAS_MOUSE Lipoyl synthase, mitochondrial",3,319.546,301.815,338.301,275.099,290.445,317.599,342.378,337.175,390.053,244.516,324.646,313.211,338.301,280.165,303.142,362.267,364.48,370.071,399.754,328.279,9.59267,9.25479,9.99615,8.27835,8.95727,10.7043,10.7697,10.9349,11.8119,9.7,,,,
sp|P97765|WBP2_MOUSE,Wbp2,WBP2_MOUSE WW domain-binding protein 2,3,518.401,487.54,523.473,538.275,555.861,512.604,519.551,501.936,590.916,427.805,526.674,505.948,523.473,548.188,580.161,584.697,553.09,550.907,605.612,574.357,9.48432,9.11107,9.42667,9.87174,10.4475,10.5292,9.96001,9.92069,10.9058,10.343,,,,
sp|Q9WTX2|PRKRA_MOUSE,Prkra,PRKRA_MOUSE Interferon-inducible double-stranded RNA-dependent protein kinase activator A,12,2540.46,2657.51,2607.74,2532.49,2655.18,2395.6,2658.44,2544.43,2677.2,2260.6,2581,2757.85,2607.74,2579.13,2771.26,2732.52,2830.05,2792.68,2743.78,3035,9.40906,10.0538,9.50652,9.40226,10.1027,9.96142,10.317,10.1807,10.0025,11.0641,,,,
sp|Q08509|EPS8_MOUSE,Eps8,EPS8_MOUSE Epidermal growth factor receptor kinase substrate 8,26,4247.24,4253.34,5086.64,4429.06,3906.73,4553.66,4859.05,4896.14,4964.8,3738.33,4315.03,4413.93,5086.64,4510.63,4077.52,5194.09,5172.72,5373.82,5088.27,5018.96,8.94276,9.14774,10.5419,9.34815,8.45053,10.7646,10.7203,11.1371,10.5453,10.4016,,,,
sp|P14873|MAP1B_MOUSE,Map1b,MAP1B_MOUSE Microtubule-associated protein 1B,13,2004.57,1923,2040.51,2490.38,2620.06,2159.62,2630.98,2224.26,2660.95,2143.36,2036.57,1995.61,2040.51,2536.24,2734.61,2463.35,2800.82,2441.27,2727.13,2877.6,8.26069,8.09455,8.2767,10.2875,11.0921,9.9918,11.3607,9.90224,11.0617,11.6721,,,,
sp|Q9QYR6|MAP1A_MOUSE,Map1a,MAP1A_MOUSE Microtubule-associated protein 1A,2,292.276,283.398,308.288,320.134,337.847,287.011,324.148,307.451,326.128,265.582,296.941,294.098,308.288,326.03,352.617,327.377,345.073,337.447,334.239,356.562,9.05675,8.97004,9.40284,9.94396,10.7549,9.98505,10.5248,10.2922,10.1943,10.8752,,,,
sp|P51612|XPC_MOUSE,Xpc,XPC_MOUSE DNA repair protein complementing XP-C cells homolog,4,668.366,551.648,794.899,761.872,488.228,394.301,521.887,470.401,459.705,396.284,679.032,572.476,794.899,775.904,509.572,449.756,555.577,516.295,471.139,532.037,11.5941,9.77475,13.5725,13.2482,8.70068,7.67936,9.4862,8.81548,8.04446,9.08427,,,,
sp|Q62383|SPT6H_MOUSE,Supt6h,SPT6H_MOUSE Transcription elongation factor SPT6,29,5429.73,5190.86,5919.5,4995.52,5070.69,4813.14,5342.63,5008.89,5524.92,3809.44,5516.38,5386.85,5919.5,5087.52,5292.36,5490.06,5687.52,5497.57,5662.33,5114.43,10.0932,9.85619,10.8307,9.30851,9.6833,10.045,10.4063,10.0588,10.3602,9.35775,,,,
sp|P28660|NCKP1_MOUSE,Nckap1,NCKP1_MOUSE Nck-associated protein 1,41,9590.35,9417.65,9747.76,9369.8,8910.5,9459.11,10372.8,10019.4,9991.93,7879.46,9743.41,9773.23,9747.76,9542.36,9300.04,10789.5,11042.4,10997,10240.4,10578.7,9.57539,9.60469,9.57966,9.37781,9.13967,10.6034,10.852,10.8073,10.0638,10.3963,,,,
sp|Q3TWF6|WDR70_MOUSE,Wdr70,WDR70_MOUSE WD repeat-containing protein 70,5,902.112,916.654,918.738,771.257,793.211,866.03,940.489,905.942,866.311,665.09,916.509,951.264,918.738,785.461,827.888,987.829,1001.2,994.329,887.857,892.929,10.0012,10.3804,10.0255,8.57115,9.03413,10.7794,10.9254,10.8504,9.68852,9.74387,,,,
sp|P28867|KPCD_MOUSE,Prkcd,KPCD_MOUSE Protein kinase C delta type,26,6870.79,6459.3,6993.35,7600.77,6984.35,6346.11,6598.1,6823.91,7081.71,6013.81,6980.45,6703.19,6993.35,7740.75,7289.69,7238.63,7024.04,7489.67,7257.84,8073.95,9.58964,9.20874,9.60736,10.6341,10.0145,9.94433,9.64952,10.2892,9.97071,11.0919,,,,
sp|P68404-2|KPCB_MOUSE,Prkcb,KPCB_MOUSE Isoform Beta-II of Protein kinase C beta type,6,1420.24,1284.43,1338.13,1856.08,1773.41,1145.57,1129.9,1128.49,1533.18,1353.62,1442.91,1332.93,1338.13,1890.26,1850.94,1306.69,1202.84,1238.59,1571.31,1817.32,9.62458,8.89097,8.9257,12.6085,12.3462,8.71596,8.02327,8.2617,10.4811,12.122,,,,
tr|Q4VA93|Q4VA93_MOUSE,Prkca,Q4VA93_MOUSE Protein kinase C,6,1369.97,1362.57,1274.42,1760.83,1594.44,1289.4,1179.22,1310.9,1445.8,1261.12,1391.83,1414.02,1274.42,1793.26,1664.15,1470.75,1255.34,1438.79,1481.76,1693.14,9.3553,9.50443,8.56613,12.0536,11.1857,9.88574,8.43787,9.67097,9.95974,11.3806,,,,
sp|P16054|KPCE_MOUSE,Prkce,KPCE_MOUSE Protein kinase C epsilon type,1,200.288,218.634,205.45,239.358,222.717,193.458,193.505,194.201,228.811,184.535,203.484,226.89,205.45,243.767,232.454,220.666,205.996,213.147,234.501,247.751,9.1081,10.1557,9.19606,10.9112,10.4048,9.87714,9.22052,9.54062,10.4964,11.0895,,,,
sp|P23298|KPCL_MOUSE,Prkch,KPCL_MOUSE Protein kinase C eta type,1,177.625,165.028,180.075,177.515,181.101,139.484,147.614,143.27,156.328,125.796,180.46,171.259,180.075,180.784,189.018,159.101,157.143,157.248,160.216,168.89,10.5892,10.0492,10.5666,10.6082,11.0913,9.33585,9.22097,9.22712,9.40128,9.91026,,,,
sp|P37804|TAGL_MOUSE,Tagln,TAGL_MOUSE Transgelin,58,14689,15341.8,13318.4,26576.7,29815.4,8477.89,11024,8416.97,15108.7,14327.6,14923.4,15921.1,13318.4,27066.2,31118.9,9670.23,11735.6,9238.15,15484.4,19235.8,8.89823,9.49309,7.94123,16.1385,18.5549,5.76597,6.99747,5.50833,9.23274,11.4695,,,,
tr|B1AWE0|B1AWE0_MOUSE,Clta,B1AWE0_MOUSE Clathrin light chain A,4,1419.47,1298.6,1183.92,1038.14,1113.33,987.161,938.185,826.736,1165.68,761.589,1442.13,1347.64,1183.92,1057.26,1162.01,1126,998.748,907.395,1194.67,1022.48,12.6035,11.7777,10.347,9.23994,10.1554,9.84069,8.7286,7.93022,10.4409,8.93605,,,,
sp|A3KGB4|TBC8B_MOUSE,Tbc1d8b,TBC8B_MOUSE TBC1 domain family member 8B,12,2164.92,2044.78,2249.62,2304.42,2183.8,1828.27,2034.13,1895.12,2154.27,1648.27,2199.47,2121.99,2249.62,2346.86,2279.27,2085.4,2165.44,2080.01,2207.85,2212.91,10.0209,9.66789,10.2494,10.6924,10.3845,9.50118,9.86585,9.47663,10.0591,10.0821,,,,
sp|Q9Z1A9|TBCD8_MOUSE,Tbc1d8,TBCD8_MOUSE TBC1 domain family member 8,1,73.962,82.4199,78.9756,89.8548,87.044,60.0907,65.6103,75.893,81.058,61.5993,75.1424,85.5318,78.9756,91.5097,90.8493,68.5419,69.8458,83.2973,83.074,82.7012,9.28292,10.5664,9.75647,11.3049,11.2233,8.46751,8.62859,10.2904,10.2628,10.2167,,,,
sp|Q61712|DNJC1_MOUSE,Dnajc1,DNJC1_MOUSE DnaJ homolog subfamily C member 1,5,1457.55,1224.01,1382.86,1334.65,1358.38,1290.44,1326.64,1285.96,1400.28,1056.31,1480.81,1270.22,1382.86,1359.23,1417.77,1471.93,1412.28,1411.42,1435.11,1418.16,10.5323,9.03444,9.83554,9.66747,10.0838,10.4691,10.0448,10.0387,10.2072,10.0866,,,,
